creator,product_id,data,gmv,comissao,unidades,pedidos,unid_devolvidas
creatornataliamar,1734713315420767839,2026-06-17,109.9,13.19,1,1,0
creatornataliamar,1732620602328647263,2026-06-21,99.9,11.99,1,1,0
cristinabgondimm,1731763836201109087,2026-07-04,99.4,8.95,1,1,0
cristinacamposmi,1731763836201109087,2026-07-02,99.4,8.95,1,1,0
cybacosta,1731763836201109087,2026-06-29,99.9,7.99,1,1,0
daia.beleza_maquiagem,1733356031574312543,2026-06-26,79.9,6.39,1,1,0
daia.beleza_maquiagem,1733356031574312543,2026-06-30,79.9,6.39,1,1,0
daiane_ramox,1731763836201109087,2026-06-30,99.9,7.99,1,1,0
daily.beca,1731763836201109087,2026-06-03,89.9,7.19,1,1,0
daily.beca,1731763836201109087,2026-06-05,89.9,7.19,1,1,0
damirisfurtado0,1731763836201109087,2026-06-14,99.9,7.99,1,1,0
damirisfurtado0,1731763836201109087,2026-06-15,99.9,7.99,1,1,0
damirisfurtado0,1731763836201109087,2026-06-16,99.9,7.99,1,1,0
danielabuenoj,1731763836201109087,2026-06-15,99.9,7.99,1,1,0
danielle.soaressilva,1731763836201109087,2026-06-13,89.9,7.19,1,1,0
danielle.soaressilva,1731763836201109087,2026-06-16,199.8,0.0,2,2,0
danielle.soaressilva,1731763836201109087,2026-06-24,199.8,0.0,2,2,0
danielle.soaressilva,1731763836201109087,2026-07-02,188.8,0.0,2,2,0
danielle.soaressilva,1731763836201109087,2026-07-03,99.4,0.0,1,1,0
danielle.soaressilva,1731763836201109087,2026-07-04,99.4,0.0,1,1,0
danii.bombach,1731763836201109087,2026-06-20,99.9,7.99,1,1,0
danijeans,1731763836201109087,2026-06-07,89.9,7.19,1,1,0
danijeans,1732620602328647263,2026-06-08,99.9,7.99,1,1,0
danijeans,1732620602328647263,2026-06-16,99.9,7.99,1,1,0
danijeans,1732620602328647263,2026-06-18,99.9,7.99,1,1,0
danijeans,1731763836201109087,2026-06-27,99.9,7.99,1,1,0
deiaflauzino,1731763836201109087,2026-06-27,99.9,7.99,1,1,0
deiarealiza,1731763836201109087,2026-06-10,89.9,7.19,1,1,0
deliegalliani,1731763836201109087,2026-06-05,89.9,7.19,1,1,0
delsirenee,1731763836201109087,2026-06-04,89.9,0.0,1,1,0
descobertasdabhru,1732620602328647263,2026-06-03,99.9,7.99,1,1,0
diarioda_juu,1731763836201109087,2026-06-07,179.8,14.38,2,2,0
dicas.da_marcia,1731763836201109087,2026-06-12,89.9,7.19,1,1,0
dinhacampello,1731763836201109087,2026-07-02,99.4,8.95,1,1,0
dpaula57,1731763836201109087,2026-06-10,179.8,14.38,2,2,0
driisanttanna,1731763836201109087,2026-07-03,99.4,8.95,1,1,0
elaineccbueno,1731763836201109087,2026-06-05,89.9,7.19,1,1,0
elisaeduardas22,1733690547643385439,2026-06-10,109.9,8.79,1,1,0
emanuellecristinefavero,1733491008023201375,2026-07-02,189.99,15.2,1,1,0
ericamcabeluda,1731763836201109087,2026-06-01,179.8,10.79,2,2,1
ericamcabeluda,1733690547643385439,2026-06-01,109.9,13.19,1,1,0
ericamcabeluda,1731763836201109087,2026-06-02,988.9,32.37,11,11,0
ericamcabeluda,1731763836201109087,2026-06-03,988.9,64.74,11,11,0
ericamcabeluda,1731763836201109087,2026-06-04,719.2,43.16,8,8,0
ericamcabeluda,1731763836201109087,2026-06-05,629.3,53.95,7,7,0
ericamcabeluda,1731763836201109087,2026-06-06,269.7,21.58,3,3,1
ericamcabeluda,1734314781918922335,2026-06-06,109.9,13.19,1,1,0
ericamcabeluda,1731763836201109087,2026-06-07,1258.6,53.95,14,13,1
ericamcabeluda,1731763836201109087,2026-06-08,899.0,86.32,10,10,0
ericamcabeluda,1735220480519472735,2026-06-08,99.9,0.0,1,1,0
ericamcabeluda,1735220491823449695,2026-06-08,109.9,13.19,1,1,0
ericamcabeluda,1731763836201109087,2026-06-09,719.2,53.95,8,8,0
ericamcabeluda,1731763836201109087,2026-06-10,829.1,53.95,9,8,0
ericamcabeluda,1734314781918922335,2026-06-10,109.9,13.19,1,1,0
ericamcabeluda,1731763836201109087,2026-06-11,379.6,34.77,4,4,0
ericamcabeluda,1731763836201109087,2026-06-12,359.6,21.58,4,4,0
ericamcabeluda,1731763836201109087,2026-06-13,439.5,52.75,5,5,0
ericamcabeluda,1735220491823449695,2026-06-13,219.8,26.38,2,2,0
ericamcabeluda,1731763836201109087,2026-06-14,99.9,11.99,1,1,0
ericamcabeluda,1731763836201109087,2026-06-15,299.7,35.97,3,3,0
ericamcabeluda,1735220480519472735,2026-06-15,99.9,11.99,1,1,0
ericamcabeluda,1731763836201109087,2026-06-16,189.8,10.79,2,2,0
ericamcabeluda,1731763836201109087,2026-06-17,99.9,11.99,1,1,1
ericamcabeluda,1731763836201109087,2026-06-18,199.8,11.99,2,2,0
ericamcabeluda,1731763836201109087,2026-06-19,419.6,50.36,4,4,1
ericamcabeluda,1735220480519472735,2026-06-19,99.9,11.99,1,1,0
ericamcabeluda,1731763836201109087,2026-06-20,399.6,47.96,4,4,0
ericamcabeluda,1731763836201109087,2026-06-21,199.8,23.98,2,2,0
ericamcabeluda,1735220480519472735,2026-06-22,99.9,11.99,1,1,0
ericamcabeluda,1731763836201109087,2026-06-22,199.8,23.98,2,2,0
ericamcabeluda,1731763836201109087,2026-06-23,99.9,11.99,1,1,0
ericamcabeluda,1731763836201109087,2026-06-24,289.7,11.99,3,3,0
ericamcabeluda,1731763836201109087,2026-06-25,309.7,25.18,3,3,0
ericamcabeluda,1731763836201109087,2026-06-26,399.6,35.97,4,4,0
ericamcabeluda,1731763836201109087,2026-06-27,299.7,23.98,3,3,0
ericamcabeluda,1732620602328647263,2026-06-30,99.9,11.99,1,1,0
ericamcabeluda,1731763836201109087,2026-06-30,199.8,11.99,2,2,0
ericamcabeluda,1731763836201109087,2026-07-01,799.2,59.95,8,8,0
ericamcabeluda,1731763836201109087,2026-07-02,399.1,35.91,4,4,0
ericamcabeluda,1731763836201109087,2026-07-03,198.8,11.93,2,2,0
ericamcabeluda,1731763836201109087,2026-07-04,397.6,23.86,4,4,0
ericamcabeluda,1731763836201109087,2026-07-05,407.6,36.99,4,4,0
escuta.amiga,1731763836201109087,2026-06-01,89.9,7.19,1,1,0
escuta.amiga,1731763836201109087,2026-06-02,89.9,0.0,1,1,0
escuta.amiga,1731763836201109087,2026-06-03,359.6,7.19,4,4,0
escuta.amiga,1731763836201109087,2026-06-04,269.7,0.0,3,3,0
escuta.amiga,1731763836201109087,2026-06-05,89.9,7.19,1,1,0
escuta.amiga,1731763836201109087,2026-06-07,449.5,14.38,5,5,0
escuta.amiga,1731763836201109087,2026-06-08,629.3,7.19,7,7,0
escuta.amiga,1731763836201109087,2026-06-09,988.9,7.19,11,11,0
escuta.amiga,1731763836201109087,2026-06-10,539.4,7.19,6,6,0
escuta.amiga,1731763836201109087,2026-06-11,829.1,14.38,9,9,0
escuta.amiga,1731763836201109087,2026-06-12,719.2,14.38,8,8,0
escuta.amiga,1731763836201109087,2026-06-13,269.7,0.0,3,3,0
escuta.amiga,1731763836201109087,2026-06-14,99.9,7.99,1,1,0
escuta.amiga,1731763836201109087,2026-06-15,489.5,15.98,5,5,0
escuta.amiga,1731763836201109087,2026-06-16,699.3,23.97,7,7,1
escuta.amiga,1731763836201109087,2026-06-17,299.7,0.0,3,3,0
escuta.amiga,1731763836201109087,2026-06-18,499.5,15.98,5,5,1
escuta.amiga,1731763836201109087,2026-06-19,509.5,7.99,5,5,0
escuta.amiga,1731763836201109087,2026-06-20,499.5,23.97,5,5,0
escuta.amiga,1731763836201109087,2026-06-21,399.6,0.0,4,4,0
escuta.amiga,1731763836201109087,2026-06-22,99.9,7.99,1,1,0
escuta.amiga,1731763836201109087,2026-06-23,699.3,39.95,7,7,1
escuta.amiga,1731763836201109087,2026-06-24,599.4,7.99,6,6,0
escuta.amiga,1735220480519472735,2026-06-25,399.6,31.96,4,4,0
escuta.amiga,1735220480519472735,2026-06-26,99.9,0.0,1,1,0
escuta.amiga,1731763836201109087,2026-06-26,99.9,0.0,1,1,0
escuta.amiga,1731763836201109087,2026-06-27,489.5,7.99,5,5,0
escuta.amiga,1731763836201109087,2026-06-29,109.9,8.79,1,1,0
escuta.amiga,1731763836201109087,2026-06-30,159.99,0.0,1,1,0
escuta.amiga,1735220480519472735,2026-06-30,479.5,22.37,5,5,0
escuta.amiga,1731763836201109087,2026-07-01,599.4,7.99,6,6,0
escuta.amiga,1731763836201109087,2026-07-02,488.0,23.93,5,5,0
escuta.amiga,1731763836201109087,2026-07-03,795.2,31.8,8,8,0
escuta.amiga,1735220480519472735,2026-07-03,199.8,15.98,2,2,0
escuta.amiga,1731763836201109087,2026-07-04,566.9,6.39,6,6,0
escuta.amiga,1731763836201109087,2026-07-05,298.2,23.85,3,3,0
escuta.amiga,1735220480519472735,2026-07-05,99.9,0.0,1,1,0
essenciadani,1732620602328647263,2026-06-13,99.9,7.99,1,1,0
essenciadani,1731763836201109087,2026-06-18,99.9,7.99,1,1,0
essenciadani,1732620602328647263,2026-06-29,99.9,7.99,1,1,0
estilo.anashop,1735220480519472735,2026-06-26,99.9,7.99,1,1,0
estilo.anashop,1731763836201109087,2026-07-05,99.4,8.95,1,1,0
estilo.de.milhoes,1731763836201109087,2026-06-03,179.8,14.38,2,2,0
estilo.de.milhoes,1732620602328647263,2026-06-08,99.9,0.0,1,1,0
estilo.de.milhoes,1732620602328647263,2026-06-09,179.8,0.0,2,2,0
estilo.de.milhoes,1732620602328647263,2026-06-10,99.9,0.0,1,1,0
estilo.de.milhoes,1732620602328647263,2026-06-11,799.2,63.92,8,8,1
estilo.de.milhoes,1732620602328647263,2026-06-12,299.7,23.97,3,3,0
estilo.de.milhoes,1732620602328647263,2026-06-13,399.6,23.97,4,4,1
estilo.de.milhoes,1732620602328647263,2026-06-14,499.5,39.95,5,5,0
estilo.de.milhoes,1733690547643385439,2026-06-15,109.9,8.79,1,1,0
estilo.de.milhoes,1732620602328647263,2026-06-15,479.5,30.36,5,5,0
estilo.de.milhoes,1731763836201109087,2026-06-16,109.9,8.79,1,1,0
estilo.de.milhoes,1732620602328647263,2026-06-16,299.7,15.98,3,3,0
estilo.de.milhoes,1732620602328647263,2026-06-17,199.8,15.98,2,2,0
estilo.de.milhoes,1732620602328647263,2026-06-18,289.7,15.18,3,3,0
estilo.de.milhoes,1732620602328647263,2026-06-19,99.9,7.99,1,1,0
estilo.de.milhoes,1731763836201109087,2026-06-19,99.9,7.99,1,1,0
estilo.de.milhoes,1732620602328647263,2026-06-20,199.8,7.99,2,2,0
estilo.de.milhoes,1732620602328647263,2026-06-21,99.9,7.99,1,1,0
estilo.de.milhoes,1732620602328647263,2026-06-23,299.7,7.99,3,3,0
estilo.de.milhoes,1732620602328647263,2026-06-28,99.9,7.99,1,1,0
estilo.de.milhoes,1731763836201109087,2026-07-03,99.4,7.95,1,1,0
estilo.de.milhoes,1731763836201109087,2026-07-05,109.4,8.75,1,1,0
eu.lidiannemartins,1733690547643385439,2026-06-04,109.9,8.79,1,1,0
eu.lidiannemartins,1733690547643385439,2026-06-30,109.9,8.79,1,1,0
eurosaliafonseca,1731763836201109087,2026-06-06,109.9,8.79,1,1,0
eusou.amanu,1733690547643385439,2026-06-12,109.9,8.79,1,1,0
eutalitacarvalho,1731763836201109087,2026-06-28,109.9,8.79,1,1,0
euzenirainacio,1731763836201109087,2026-06-06,89.9,7.19,1,1,1
fabi.caldas5,1732620602328647263,2026-06-09,99.9,7.99,1,1,1
familialiu,1731763836201109087,2026-06-02,89.9,7.19,1,1,0
familialiu,1731763836201109087,2026-06-03,89.9,7.19,1,1,0
familialiu,1731763836201109087,2026-06-08,89.9,7.19,1,1,0
familialiu,1731763836201109087,2026-07-04,99.4,7.95,1,1,0
flahbuarque,1731763836201109087,2026-06-10,399.5,31.95,5,4,1
flaviabastos28,1731763836201109087,2026-06-03,99.9,7.99,1,1,0
flavinha.brand,1733537963414488671,2026-06-27,208.8,16.7,2,2,0
flavinha.brand,1733537963414488671,2026-06-30,109.9,8.79,1,1,0
francruz.26,1731763836201109087,2026-06-01,379.6,7.99,4,4,0
francruz.26,1731763836201109087,2026-06-02,89.9,7.19,1,1,0
francruz.26,1733690547643385439,2026-06-03,89.9,7.19,1,1,0
francruz.26,1735220480519472735,2026-06-03,99.9,7.99,1,1,0
francruz.26,1735220480519472735,2026-06-04,99.9,7.99,1,1,0
francruz.26,1731763836201109087,2026-06-05,179.8,14.38,2,2,0
francruz.26,1735220480519472735,2026-06-05,99.9,7.99,1,1,0
francruz.26,1731763836201109087,2026-06-06,89.9,7.19,1,1,0
francruz.26,1735220480519472735,2026-06-07,199.8,15.98,2,2,0
francruz.26,1731763836201109087,2026-06-07,89.9,7.19,1,1,0
francruz.26,1735220480519472735,2026-06-08,199.8,15.98,2,2,0
francruz.26,1731763836201109087,2026-06-08,89.9,7.19,1,1,0
francruz.26,1732620602328647263,2026-06-08,99.9,0.0,1,1,0
francruz.26,1735220480519472735,2026-06-09,99.9,7.99,1,1,1
francruz.26,1733690547643385439,2026-06-09,109.9,8.79,1,1,0
francruz.26,1732620602328647263,2026-06-10,99.9,0.0,1,1,0
francruz.26,1735220480519472735,2026-06-11,199.8,15.98,2,2,0
francruz.26,1735220480519472735,2026-06-12,99.9,7.99,1,1,0
francruz.26,1735220480519472735,2026-06-13,99.9,7.99,1,1,0
francruz.26,1732620602328647263,2026-06-13,99.9,7.99,1,1,0
francruz.26,1735220480519472735,2026-06-14,99.9,7.99,1,1,0
francruz.26,1733690547643385439,2026-06-15,99.9,7.99,1,1,0
francruz.26,1735220480519472735,2026-06-17,99.9,7.99,1,1,0
francruz.26,1732620602328647263,2026-06-17,99.9,7.99,1,1,0
francruz.26,1731763836201109087,2026-06-18,109.9,8.79,1,1,0
francruz.26,1735220480519472735,2026-06-19,299.7,23.97,3,3,0
francruz.26,1732620602328647263,2026-06-20,99.9,7.99,1,1,0
francruz.26,1735220480519472735,2026-06-21,99.9,7.99,1,1,0
francruz.26,1732620602328647263,2026-06-21,399.6,31.96,4,4,0
francruz.26,1735220480519472735,2026-06-22,399.6,23.97,4,4,0
francruz.26,1732620602328647263,2026-06-23,99.9,0.0,1,1,0
francruz.26,1735220480519472735,2026-06-24,99.9,0.0,1,1,0
francruz.26,1735220480519472735,2026-06-26,99.9,0.0,1,1,0
francruz.26,1735220480519472735,2026-06-27,89.9,7.19,1,1,0
francruz.26,1735220480519472735,2026-06-28,99.9,0.0,1,1,0
francruz.26,1731763836201109087,2026-06-29,99.9,7.99,1,1,0
francruz.26,1735220480519472735,2026-06-29,179.8,0.0,2,2,0
francruz.26,1735220480519472735,2026-06-30,99.9,0.0,1,1,0
francruz.26,1735220480519472735,2026-07-01,379.6,7.99,4,4,0
francruz.26,1731763836201109087,2026-07-01,99.9,7.99,1,1,0
francruz.26,1735220480519472735,2026-07-02,99.9,0.0,1,1,0
francruz.26,1735220480519472735,2026-07-03,489.5,15.98,5,5,0
francruz.26,1735220480519472735,2026-07-04,189.8,7.99,2,2,0
furlanvitoria,1731763836201109087,2026-06-07,89.9,7.19,1,1,0
furlanvitoria,1731763836201109087,2026-07-04,99.4,0.0,1,1,0
furlanvitoria,1731763836201109087,2026-07-05,109.4,0.0,1,1,0
gab_caroline,1731763836201109087,2026-06-01,99.9,7.99,1,1,0
gab_caroline,1731763836201109087,2026-06-07,89.9,7.19,1,1,0
gab_caroline,1731763836201109087,2026-06-17,99.9,0.0,1,1,0
gab_caroline,1731763836201109087,2026-06-28,99.9,7.99,1,1,0
gabbizie,1731763836201109087,2026-06-01,269.7,32.37,3,3,0
gabbizie,1731763836201109087,2026-06-02,89.9,10.79,1,1,0
gabbizie,1731763836201109087,2026-06-04,89.9,10.79,1,1,0
gabbizie,1731763836201109087,2026-06-06,179.8,21.58,2,2,1
gabbizie,1731763836201109087,2026-06-07,89.9,10.79,1,1,0
gabbizie,1731763836201109087,2026-06-08,179.8,21.58,2,2,0
gabbizie,1731763836201109087,2026-06-09,89.9,10.79,1,1,0
gabbizie,1731763836201109087,2026-06-10,89.9,10.79,1,1,0
gabbizie,1731763836201109087,2026-06-11,89.9,10.79,1,1,0
gabbizie,1731763836201109087,2026-06-14,199.8,23.98,2,2,0
gabbizie,1731763836201109087,2026-06-16,199.8,23.98,2,2,0
gabbizie,1731763836201109087,2026-06-18,99.9,11.99,1,1,0
gabbizie,1731763836201109087,2026-06-19,159.99,19.2,1,1,0
gabbizie,1731763836201109087,2026-06-20,99.9,11.99,1,1,0
gabbizie,1731763836201109087,2026-06-22,199.8,23.98,2,2,0
gabbizie,1731763836201109087,2026-06-24,99.9,0.0,1,1,0
gabbizie,1733491008023201375,2026-06-27,189.99,22.8,1,1,0
gabbizie,1731763836201109087,2026-06-28,99.9,11.99,1,1,0
gabbizie,1731763836201109087,2026-07-02,99.4,11.93,1,1,0
gabbizie,1733491008023201375,2026-07-04,189.99,22.8,1,1,0
gabspneri,1731763836201109087,2026-07-02,198.8,0.0,2,1,0
geicerenatabono,1731763836201109087,2026-06-09,79.9,6.39,1,1,0
geicerenatabono,1731763836201109087,2026-06-10,159.8,12.78,2,2,1
geicerenatabono,1731763836201109087,2026-07-04,189.3,17.04,2,1,0
gesycavardieribou,1735220480519472735,2026-06-26,99.9,7.99,1,1,0
giimaciel10,1733537963414488671,2026-06-03,109.9,8.79,1,1,0
gimonteiroshop,1733690547643385439,2026-06-07,109.9,8.79,1,1,0
gimonteiroshop,1731763836201109087,2026-06-20,99.9,7.99,1,1,0
giovannaklauck,1731763836201109087,2026-06-21,99.9,7.99,1,1,0
giseletiktokshop,1731763836201109087,2026-06-17,89.9,7.19,1,1,0
gisimonteiroshop,1731763836201109087,2026-06-03,89.9,7.19,1,1,0
gisimonteiroshop,1733690547643385439,2026-06-05,109.9,8.79,1,1,0
gisimonteiroshop,1732631840860243551,2026-06-05,99.9,7.99,1,1,0
gley.dicas,1733690547643385439,2026-06-11,109.9,8.79,1,1,0
gleycicunha0,1733690547643385439,2026-06-11,109.9,8.79,1,1,0
glowcomamari,1731763836201109087,2026-06-25,99.9,7.99,1,1,0
gomespaulinha1,1731763836201109087,2026-06-17,99.9,7.99,1,1,0
heyagatha62,1731763836201109087,2026-06-23,639.2,51.12,8,7,0
heyagatha62,1731763836201109087,2026-06-24,79.9,6.39,1,1,0
heyagatha62,1731763836201109087,2026-06-25,259.7,20.77,3,3,1
hitalasantiago,1731763836201109087,2026-06-05,89.9,8.99,1,1,0
identidade_oficial,1731763836201109087,2026-06-26,99.9,7.99,1,1,0
indicadosdaedi,1731763836201109087,2026-06-01,89.9,0.0,1,1,0
isa.seccato,1731763836201109087,2026-06-10,89.9,7.19,1,1,0
isabelezimbicki,1734638981592876639,2026-06-06,79.9,6.39,1,1,0
isistik,1732620602328647263,2026-06-29,99.9,7.99,1,1,0
janakarolinee,1731763836201109087,2026-06-07,89.9,7.19,1,1,0
jane.creator.shop,1731763836201109087,2026-06-04,89.9,7.19,1,1,0
jane.creator.shop,1731763836201109087,2026-06-17,99.9,7.99,1,1,0
jaqueachadinhos,1731763836201109087,2026-06-18,99.9,7.99,1,1,1
jaqueachadinhos,1731763836201109087,2026-06-19,99.9,7.99,1,1,0
jd_top_shop,1731763836201109087,2026-06-12,79.9,6.39,1,1,0
jehcreator,1731763836201109087,2026-06-12,89.9,7.19,1,1,0
jehfigueiredocreator,1731763836201109087,2026-06-03,89.9,7.19,1,1,0
jenifferpassos25,1731763836201109087,2026-06-18,79.9,6.39,1,1,0
jesialvescreator,1732620602328647263,2026-06-11,99.9,7.99,1,1,0
jesialvescreator,1732620602328647263,2026-06-13,99.9,7.99,1,1,0
jesialvescreator,1732620602328647263,2026-06-16,199.8,0.0,2,1,0
jessicamesant,1735220480519472735,2026-06-01,99.9,11.99,1,1,0
jessicamesant,1735220480519472735,2026-06-02,99.9,11.99,1,1,0
jessicamesant,1735220480519472735,2026-06-04,199.8,23.98,2,2,0
jessicamesant,1731763836201109087,2026-06-04,89.9,0.0,1,1,0
jessicamesant,1733690547643385439,2026-06-04,109.9,13.19,1,1,0
jessicamesant,1731763836201109087,2026-06-06,289.7,23.98,3,3,0
jessicamesant,1731763836201109087,2026-06-07,89.9,0.0,1,1,0
jessicamesant,1735220480519472735,2026-06-07,199.8,11.99,2,2,0
jessicamesant,1735220480519472735,2026-06-08,199.8,11.99,2,2,1
jessicamesant,1731763836201109087,2026-06-08,89.9,0.0,1,1,0
jessicamesant,1735220480519472735,2026-06-09,699.3,11.99,7,7,0
jessicamesant,1731763836201109087,2026-06-10,379.6,34.77,4,4,0
jessicamesant,1735220480519472735,2026-06-10,99.9,11.99,1,1,0
jessicamesant,1735220480519472735,2026-06-11,299.7,23.98,3,3,0
jessicamesant,1731763836201109087,2026-06-11,89.9,10.79,1,1,0
jessicamesant,1735220480519472735,2026-06-12,99.9,11.99,1,1,0
jessicamesant,1735220480519472735,2026-06-13,199.8,11.99,2,2,0
jessicamesant,1731763836201109087,2026-06-13,89.9,0.0,1,1,0
jessicamesant,1733491008023201375,2026-06-15,189.99,22.8,1,1,0
jessicamesant,1732620602328647263,2026-06-15,99.9,0.0,1,1,1
jessicamesant,1735220480519472735,2026-06-16,199.8,11.99,2,2,0
jessicamesant,1735220480519472735,2026-06-17,289.7,22.78,3,3,0
jessicamesant,1731763836201109087,2026-06-17,99.9,0.0,1,1,1
jessicamesant,1732620602328647263,2026-06-19,99.9,0.0,1,1,0
jessicamesant,1735220480519472735,2026-06-20,199.8,11.99,2,2,0
jessicamesant,1735220480519472735,2026-06-21,489.5,34.77,5,5,0
jessicamesant,1732620602328647263,2026-06-22,99.9,11.99,1,1,0
jessicamesant,1735220491823449695,2026-06-23,109.9,0.0,1,1,0
jessicamesant,1732670078583801439,2026-06-24,89.99,10.8,1,1,0
jessicamesant,1735220480519472735,2026-06-25,99.9,11.99,1,1,0
jessicamesant,1735220480519472735,2026-06-26,89.9,0.0,1,1,0
jessicamesant,1735220480519472735,2026-06-27,189.8,10.79,2,2,0
jessicamesant,1735220480519472735,2026-06-28,179.8,10.79,2,2,0
jessicamesant,1735220480519472735,2026-06-29,289.7,34.77,3,3,0
jessicamesant,1731763836201109087,2026-07-01,99.9,11.99,1,1,0
jessicamesant,1732620602328647263,2026-07-01,199.8,23.98,2,2,0
jessicamesant,1735220480519472735,2026-07-01,99.9,11.99,1,1,0
jessicamesant,1735220480519472735,2026-07-02,99.9,11.99,1,1,0
jessicamesant,1732956787016435295,2026-07-05,149.4,17.93,1,1,0
jessicap.braz,1731763836201109087,2026-06-07,89.9,7.19,1,1,0
jessicatanara1,1731763836201109087,2026-06-07,89.9,7.19,1,1,0
jhenniferlet,1731763836201109087,2026-06-05,89.9,7.19,1,1,0
jhenniferlet,1731763836201109087,2026-06-08,89.9,7.19,1,1,0
jhenniferlet,1731763836201109087,2026-06-21,99.9,7.99,1,1,0
jhenniferlet,1731763836201109087,2026-06-23,99.9,7.99,1,1,0
jo.tipss,1735220480519472735,2026-06-30,99.9,7.99,1,1,0
jo.tipss,1735220480519472735,2026-07-05,199.8,15.98,2,2,0
julabancashop,1731763836201109087,2026-07-02,99.4,8.95,1,1,0
karinaborbaa,1731763836201109087,2026-06-01,89.9,0.0,1,1,0
karinaoliveira_01,1731763836201109087,2026-07-05,198.8,17.9,2,2,0
keylasbraga,1733690547643385439,2026-06-02,109.9,0.0,1,1,0
keylasbraga,1733690547643385439,2026-06-04,219.8,0.0,2,2,0
keylasbraga,1733690547643385439,2026-06-06,109.9,8.79,1,1,0
keylasbraga,1733690547643385439,2026-06-12,109.9,8.79,1,1,0
keylasbraga,1733690547643385439,2026-06-14,659.4,0.0,6,6,0
keylasbraga,1733690547643385439,2026-06-15,329.7,17.58,3,3,0
keylasbraga,1731763836201109087,2026-06-15,99.9,7.99,1,1,0
keylasbraga,1733690547643385439,2026-06-17,109.9,8.79,1,1,1
keylasbraga,1733690547643385439,2026-06-22,109.9,8.79,1,1,0
laianenovaisss,1731763836201109087,2026-06-01,179.8,21.58,2,2,0
laianenovaisss,1731763836201109087,2026-06-02,899.0,75.53,10,9,0
laianenovaisss,1731763836201109087,2026-06-03,629.3,53.95,7,7,1
laianenovaisss,1731763836201109087,2026-06-04,289.7,13.19,3,3,0
laianenovaisss,1731763836201109087,2026-06-05,539.4,32.37,6,6,0
laianenovaisss,1734202787355592287,2026-06-05,79.9,9.59,1,1,0
laianenovaisss,1731763836201109087,2026-06-06,539.4,53.95,6,6,1
laianenovaisss,1731763836201109087,2026-06-07,899.0,43.16,10,10,0
laianenovaisss,1735220480519472735,2026-06-07,99.9,11.99,1,1,0
laianenovaisss,1731763836201109087,2026-06-08,899.0,43.16,10,10,0
laianenovaisss,1731763836201109087,2026-06-09,998.9,64.74,11,10,1
laianenovaisss,1733538126820050527,2026-06-09,109.9,13.19,1,1,0
laianenovaisss,1731763836201109087,2026-06-10,719.2,43.16,8,7,0
laianenovaisss,1731763836201109087,2026-06-11,649.3,43.16,7,7,0
laianenovaisss,1731763836201109087,2026-06-12,539.4,43.16,6,6,0
laianenovaisss,1731763836201109087,2026-06-13,179.8,21.58,2,2,0
laianenovaisss,1731763836201109087,2026-06-14,399.6,47.96,4,4,0
laianenovaisss,1731763836201109087,2026-06-15,299.7,11.99,3,2,0
laianenovaisss,1731763836201109087,2026-06-16,489.5,58.75,5,5,0
laianenovaisss,1731763836201109087,2026-06-17,299.7,11.99,3,3,0
laianenovaisss,1735220491823449695,2026-06-17,109.9,13.19,1,1,0
laianenovaisss,1731763836201109087,2026-06-18,599.4,47.96,6,5,0
laianenovaisss,1731763836201109087,2026-06-19,199.8,23.98,2,2,0
laianenovaisss,1731763836201109087,2026-06-20,199.8,23.98,2,2,0
laianenovaisss,1731763836201109087,2026-06-21,389.6,46.76,4,4,0
laianenovaisss,1731763836201109087,2026-06-22,199.8,23.98,2,2,0
laianenovaisss,1731763836201109087,2026-06-23,499.5,35.97,5,5,0
laianenovaisss,1731763836201109087,2026-06-24,299.7,23.98,3,3,0
laianenovaisss,1731763836201109087,2026-06-25,199.8,23.98,2,2,0
laianenovaisss,1731763836201109087,2026-06-27,99.9,11.99,1,1,1
laianenovaisss,1731763836201109087,2026-06-28,99.9,11.99,1,1,0
laianenovaisss,1731763836201109087,2026-06-29,199.8,23.98,2,1,0
laianenovaisss,1731763836201109087,2026-06-30,199.8,11.99,2,2,0
laianenovaisss,1731763836201109087,2026-07-01,199.8,11.99,2,2,0
laianenovaisss,1731763836201109087,2026-07-02,99.4,11.93,1,1,0
laianenovaisss,1731763836201109087,2026-07-03,99.4,0.0,1,1,0
laianenovaisss,1731763836201109087,2026-07-04,198.8,23.86,2,2,0
laianenovaisss,1731763836201109087,2026-07-05,99.4,11.93,1,1,0
laianenovaisss,1731763836201109087,2026-07-06,99.4,0.0,1,1,0
laisilverio,1731763836201109087,2026-06-12,219.8,17.58,2,2,0
laisilverio,1731763836201109087,2026-06-25,99.9,7.99,1,1,0
laisilverio,1731763836201109087,2026-07-02,99.4,7.95,1,1,0
laisilverio,1731763836201109087,2026-07-06,99.4,8.95,1,1,0
laizmacaneiro,1735220480519472735,2026-06-01,99.9,0.0,1,1,0
laizmacaneiro,1735220480519472735,2026-06-10,99.9,7.99,1,1,0
laizmacaneiro,1735220480519472735,2026-06-16,99.9,7.99,1,1,0
laizmacaneiro,1735220480519472735,2026-06-17,99.9,7.99,1,1,0
laizmacaneiro,1735220480519472735,2026-06-18,199.8,15.98,2,2,0
laizmacaneiro,1735220480519472735,2026-06-20,299.7,23.97,3,3,0
laizmacaneiro,1735220480519472735,2026-06-21,99.9,7.99,1,1,0
laizmacaneiro,1735220491823449695,2026-06-25,208.8,16.7,2,2,0
